Date,open,high,low,close,volume
2024-08-13,529.9296605871888,535.608924341297,529.6827360761406,535.371826171875,52333100
2024-08-14,536.171899630215,538.2559884767765,533.4755030571044,537.0608520507812,42446900
2024-08-15,542.7400850013888,546.5525850520006,542.1277170257696,546.2661743164062,60846800
2024-08-16,544.6364439181536,548.1921930822297,544.4784387546481,547.4909057617188,44430700
2024-08-19,547.9057365553024,552.7257080078125,547.04644404856,552.7257080078125,39121800
2024-08-20,552.2714415538725,553.9406538292776,550.4738236969508,551.8269653320312,33732300
2024-08-21,552.8838083296043,555.1949882230521,547.9057711111437,553.7233276367188,41514600
2024-08-22,555.6394742633252,556.2518422995433,548.1527053338135,549.37744140625,56121500
2024-08-23,552.6467915607136,556.1629946699428,550.4342969988156,555.2147827148438,50639400
2024-08-26,556.2517871520942,556.9727874461548,552.1725893345433,553.8911743164062,35788600
2024-08-27,552.60719113133,555.1455824402227,551.4516012531584,554.6517333984375,32693900
2024-08-28,554.3061202439043,554.7407098567847,548.211979036235,551.431884765625,41066000
2024-08-29,553.4171111191611,556.7456488400046,550.3256112930245,551.481201171875,38715200
2024-08-30,553.8714915129334,557.2592888149386,550.2861425309688,556.7456665039062,62700100
2024-09-03,553.5751324654079,553.910976348929,542.7499997287141,545.2883911132812,60600100
2024-09-04,543.4314676890833,547.6094110613637,542.7005807930091,544.1722412109375,47224900
2024-09-05,544.1130374259648,546.987212459813,540.369622930467,542.8487548828125,44264300
2024-09-06,543.1746889776059,544.8142412787463,532.8038590526223,533.7125244140625,68493800
2024-09-09,537.9498122762251,540.9721661519678,536.004015606287,539.6881103515625,40445800
2024-09-10,541.6141154106779,542.3944354912933,536.6953981658095,542.038818359375,36394600
2024-09-11,541.9499443030138,548.5279869391354,533.3174727969968,547.5995483398438,75248600
2024-09-12,548.1822724788473,552.5182811342806,545.9401787448306,552.2120971679688,51892700
2024-09-13,552.824497945327,556.1036627094621,552.5676868065235,555.09619140625,39310500
2024-09-16,554.8295115629904,556.1826531141121,553.0121808492725,555.916015625,36656100
2024-09-17,558.1481843152566,559.6100185283265,553.8912078231978,556.1431884765625,49321000
2024-09-18,556.8049543629041,561.6940723406548,553.9307792254185,554.4937744140625,59044900
2024-09-19,563.9854704246966,565.8324609464421,561.0915223864308,563.955810546875,75315500
2024-09-20,562.5748463140295,564.0311870143781,559.9295598052497,562.9810180664062,77503100
2024-09-23,564.0608597882709,565.0416704048506,562.8323068106478,564.3877563476562,44116900
2024-09-24,565.1902206826558,566.0620657446156,562.336920565189,566.0026245117188,46805700
2024-09-25,565.8442312792934,566.5872770519147,563.634867396296,564.75439453125,38428600
2024-09-26,569.054138596357,569.381095644281,564.6156981825178,566.993408203125,48336000
2024-09-27,568.0733221030284,568.8955824862597,565.1308296402824,566.1710815429688,42100900
2024-09-30,565.1308235636413,569.054126648712,562.8125548304923,568.4398803710938,63557400
2024-10-01,568.0832412262648,568.7370948487,560.7518326540558,563.3475341796875,72668800
2024-10-02,562.4460266108737,564.6157226242663,560.0286486802867,563.5853271484375,38097800
2024-10-03,562.0992361787922,564.5166141116738,560.2465802739564,562.5549926757812,40846500
2024-10-04,567.0429509955953,568.0435956054741,562.8323584481524,567.6671142578125,42939100
2024-10-07,566.0027030784669,566.6566172003112,561.3760218130078,562.53515625,49964700
2024-10-08,565.1309064014863,568.4597975991435,564.2492046603182,567.8554077148438,37398700
2024-10-09,567.8454370265796,572.3532962392944,567.2411076686911,571.78857421875,37912200
2024-10-10,570.4312554050144,572.2244699604879,569.1630950388911,570.7879028320312,44138100
2024-10-11,570.7086350830941,574.9489783343695,570.5699187032751,574.2059326171875,42268000
2024-10-14,575.8306855964628,579.8431808838789,575.3452387315617,578.9019775390625,36217200
2024-10-15,579.1694498706809,579.476572994963,573.1754997680354,574.404052734375,54203600
2024-10-16,574.4041032535349,577.4258104780474,573.5916993280316,576.9006958007812,30725400
2024-10-17,580.4771831597582,580.6852577252666,576.7619546491962,576.9501953125,34393700
2024-10-18,578.6542969086659,579.9620646428958,577.1781224079018,579.1694946289062,37416800
2024-10-21,578.4363148470578,579.427042498055,575.2164499813167,578.2183837890625,36439000
2024-10-22,575.6622837872882,579.0803062430451,574.9985131991087,577.9112548828125,34183800
2024-10-23,575.8703751003621,576.3162146456757,569.0937712315641,572.6306762695312,49314600
2024-10-24,574.6021472693831,574.6814224050617,571.2237929175743,573.8690185546875,34979900
2024-10-25,576.1180270991449,579.0406856675128,572.7198386240539,573.6708984375,47268200
2024-10-28,577.1781704779371,577.3069699187241,575.1372737990611,575.4443969726562,30174700
2024-10-29,574.4733698377371,577.5049938494554,573.0665535889564,576.3756103515625,42899700
2024-10-30,575.900057964771,577.9112641336919,573.9186026507842,574.6319580078125,41435800
2024-10-31,570.2232506098582,570.2926088073559,563.1692740005201,563.367431640625,60182500
2024-11-01,566.0225499653657,570.2133087354622,565.3290284899207,565.7451171875,45667500
2024-11-04,565.8837812272758,567.1915489107644,562.624309204199,564.5264892578125,38217000
2024-11-05,565.4479024326085,571.3922684708153,565.2299713697657,571.3526611328125,39478300
2024-11-06,583.7367872329222,586.4414545700248,579.9621170222276,585.5596923828125,68182000
2024-11-07,587.5807707664578,591.1176757282863,587.5014956231886,590.0872802734375,47233200
2024-11-08,590.642082391681,594.079938759187,590.642082391681,592.6433715820312,46444900
2024-11-11,594.2483207362625,594.6049681604908,591.4643785924768,593.2080688476562,37586800
2024-11-12,593.1288814294384,593.7332108436276,588.8588472506333,591.3654174804688,43006100
2024-11-13,591.830972646838,593.6737115669744,589.4433456119366,591.6526489257812,47388600
2024-11-14,591.7814256378922,592.2668724936673,587.1547446119931,587.8482055664062,38904100
2024-11-15,584.2518853623797,584.7274757572158,578.4462357999879,580.3187255859375,75988800
2024-11-18,580.7843146541127,584.0240133120835,579.912529982768,582.6964721679688,37084100
2024-11-19,579.2883437539291,585.5596057832407,578.614656257366,584.8264770507812,49412000
2024-11-20,584.9057757265481,585.3119474433167,579.2090919252475,585.024658203125,50032600
2024-11-21,587.8978278493445,589.601850428936,582.0029860760487,588.165283203125,46750300
2024-11-22,588.1553378190617,590.6223004102239,587.6501175222468,589.9882202148438,38226400
2024-11-25,593.9611014741124,595.2886427548735,589.6811504715163,591.9895629882812,42441400
2024-11-26,593.2476840361431,595.7542539284485,592.5244722270152,595.08056640625,45621300
2024-11-27,594.8922955539285,595.2786333477459,591.7417891529773,593.2774047851562,34000200
2024-11-29,594.0997341515284,597.7555217105382,593.8223618450431,596.9629516601562,30177400
2024-12-02,597.3790448477079,598.7165635076802,596.8836810038409,598.032958984375,31746000
2024-12-03,597.7951044978051,598.5579235840632,596.7548526753004,598.3102416992188,26906600
2024-12-04,600.0143670916415,602.273194597734,599.3406795733608,602.0255126953125,42787600
2024-12-05,602.0255176569135,602.8379215598571,600.6781426092477,601.0347900390625,28762200
2024-12-06,601.80756893048,603.4224597376833,601.3914802745837,602.1741333007812,31241500
2024-12-09,602.0552196801261,602.2236264301217,598.4787077823735,599.0731201171875,34742700
2024-12-10,599.7568097134952,600.1828153588143,596.5468617112069,597.2106323242188,37234500
2024-12-11,600.162977513686,602.7883692976188,599.8855447683401,601.827392578125,28677700
2024-12-12,600.9555775780522,601.5301560606846,598.7264404296875,598.7264404296875,31543800
2024-12-13,600.777301060768,601.5005129311277,597.2205620137203,598.6076049804688,35904700
2024-12-16,600.3809211894165,602.1444453296839,599.5982681600832,601.16357421875,43695200
2024-12-17,598.5877190044964,599.5586127152293,597.2997852012516,598.686767578125,55773500
2024-12-18,598.3796413211339,600.7871021522338,580.4574127554304,580.8438110351562,108248700
2024-12-19,585.8766419728512,587.5014497021764,580.4177233806457,580.6654052734375,85919500
2024-12-20,578.3155242409914,592.2124929094322,577.4605847282822,587.6398315429688,125716700
2024-12-23,587.3813894981963,591.7651768174416,584.170527544758,591.1588134765625,57635800
2024-12-24,592.5206773116818,597.7693545388469,591.9341539525126,597.7295532226562,33160100
2024-12-26,595.9402471287322,598.9025328618192,594.5286958920398,597.7693481445312,41219100
2024-12-27,593.9918131022456,594.2304389583717,587.2521039804407,591.4768676757812,64969300
2024-12-30,584.3991760465713,588.2262908200153,580.9397987194927,584.7271728515625,56578800
2024-12-31,586.4071285917476,587.1328351597793,580.949737539049,582.5999145507812,57052700
2025-01-02,585.8903133449512,587.6199718025061,577.0530861463853,581.1685180664062,50204000
2025-01-03,584.041321201932,589.0811625401365,582.9478165136304,588.43505859375,37888500
2025-01-06,592.7294596379129,596.1390855434315,590.0752700038965,591.8248291015625,47679400
2025-01-07,593.8726113920105,594.2006689002225,583.2958358937603,585.1348266601562,60393100
2025-01-08,585.2043368516471,587.0731783463152,581.7251197011292,585.9896240234375,47304700
2025-01-10,582.4010384255205,582.470630044935,575.1145471146322,577.0430297851562,73105000
2025-01-13,572.3511203282558,578.2955919136582,571.9335705869851,577.937744140625,47910100
2025-01-14,580.8901300540899,581.5263443769164,574.9158069623404,578.7330322265625,48420600
2025-01-15,586.8247284588324,590.4132782739244,585.7014333708025,589.2601928710938,56900200
2025-01-16,590.6418988494736,590.8208227582206,587.4211471465483,588.126953125,43319700
2025-01-17,593.4153635662274,595.8010763252378,592.0733432585914,594.0316772460938,58070600
2025-01-21,597.1032436422324,599.4790665392256,595.1151195120758,599.4691162109375,42532900
2025-01-22,602.3220575789143,604.2107997343253,601.7653852603825,602.8389892578125,48196000
2025-01-23,602.202836913474,606.12939453125,601.9245310619552,606.12939453125,41152100
2025-01-24,606.1889641125276,607.1532358314879,603.1968276944665,604.35986328125,34604700
2025-01-27,591.2780535386339,596.1290812621284,591.1090799762113,595.8109741210938,70361100
2025-01-28,597.0535535930056,601.7753484093994,593.7035692823513,600.930419921875,44433300
2025-01-29,600.1351431494525,600.5427425880405,595.661863690058,598.2365112304688,37177400
2025-01-30,600.3737223226141,602.9979999567328,597.1529103972634,601.447265625,39281300
2025-01-31,603.8926637937758,606.3380781510739,597.4809517720367,598.2463989257812,66671500
2025-02-03,589.1507063992589,596.7254539577673,586.9836585279035,594.220458984375,65857200
2025-02-04,594.2801079680467,598.7235360264071,593.7333859975146,598.2066650390625,33457800
2025-02-05,597.0734426682163,600.7812746894733,595.0256772776311,600.6321411132812,30653100
2025-02-06,602.3916690883134,602.8489594864907,599.051635066865,602.7197265625,35771500
2025-02-07,603.2863528555321,604.518980132331,596.4869415034437,597.2026977539062,50788500
2025-02-10,600.4433453406357,601.904587470542,599.1609664310816,601.2584228515625,26048700
2025-02-11,598.9720772711535,602.2624202362164,598.8527946787375,601.7156982421875,30056700
2025-02-12,595.6420111533067,600.9602190183091,594.9561058904112,599.7772827148438,45076100
2025-02-13,600.8906707676058,606.3182719646068,599.6183027617225,606.1094970703125,40921300
2025-02-14,606.3182160659691,607.3619690957353,605.4533869264999,606.0796508789062,26910400
2025-02-18,607.2526454845143,607.8590087890625,604.767490295972,607.8590087890625,26749000
2025-02-19,606.4574136362269,609.5886727994638,605.9404819368957,609.2904663085938,31011100
2025-02-20,607.9087005473524,608.0478837995475,603.415581218095,606.755615234375,36554000
2025-02-21,606.5369101497928,606.6760934066054,595.9103837703437,596.3776245117188,76519800
2025-02-24,598.4452543900395,599.4492667675623,592.948062133992,593.663818359375,50737200
2025-02-25,593.6041803376665,594.3397765506367,586.0592226451632,590.71142578125,58266500
2025-02-26,592.3914043988187,596.0197552375269,588.3455644774521,591.0096435546875,43321600
2025-02-27,593.3059087957712,594.469005075742,581.178400354161,581.5759887695312,74196700
2025-02-28,582.0829842300604,591.1885661100836,578.9815154204292,590.6517944335938,88744100
2025-03-03,592.6399338326904,593.7930798421835,576.456634439968,580.3036499023438,74249200
2025-03-04,576.2677446518286,581.9140099307576,568.8520197647429,573.4346313476562,109648200
2025-03-05,573.2656687004999,581.4070396387077,569.6771191196135,579.5978393554688,71230500
2025-03-06,572.0628369267654,576.7249905948024,566.7346786412188,569.309326171875,80094900
2025-03-07,567.5100935122905,573.961547019556,562.2713666790576,572.500244140625,81158800
2025-03-10,564.2197277241329,566.1581002592635,552.2909826575575,557.2513427734375,99326600
2025-03-11,556.0783347089355,560.6708965233902,548.7421519304726,552.6189575195312,88102100
2025-03-12,558.831845264852,559.7662660181003,550.4022185020889,555.5514526367188,69588200
2025-03-13,555.1737170498407,555.7900306808465,546.4160326198083,548.1456909179688,74079400
2025-03-14,552.807850521361,560.4820413534102,548.2152885508418,559.4680786132812,62660300
2025-03-17,559.448191732102,566.3271452015323,559.0108019778189,563.7823486328125,49008700
2025-03-18,561.4462437696595,561.6649689744013,555.7403372080155,557.688720703125,66041400
2025-03-19,559.4879962192153,567.5597757254244,558.2951095487034,563.762451171875,66556000
2025-03-20,559.985054575032,567.182054918567,559.2593479394812,562.1322021484375,62958200
2025-03-21,557.6315290750271,563.2249787707245,556.3852134999472,562.317626953125,83763000
2025-03-24,569.117517223541,573.4547318251052,568.5193101051706,572.3878784179688,58766800
2025-03-25,573.6042314829477,574.7109450377018,571.9989917299893,573.7637939453125,38355700
2025-03-26,573.494584132638,574.631238497171,565.5181647693191,566.9140625,51848300
2025-03-27,565.5081892015498,569.2172558810057,563.2748014981253,565.4085083007812,42164200
2025-03-28,563.8631197528184,564.600928853177,553.4339288758671,554.0221557617188,71662700
2025-03-31,548.209331507722,559.0572663570716,545.2580345314915,557.7411499023438,95328200
2025-04-01,555.8068841455135,561.2806921988606,552.0479770454208,559.3164672851562,54609600
2025-04-02,553.4139605782862,565.747494747627,553.1746777226398,562.8560791015625,76014500
2025-04-03,543.5032260055101,546.3547813001727,535.1180419921875,535.1180419921875,125986000
2025-04-04,522.1264277357504,524.3199552475792,503.57129666287966,503.7906494140625,217965100
2025-04-07,487.74808166979307,521.6279038372442,480.37984959166755,502.893310546875,256611400
2025-04-08,520.321766684984,523.432565399183,487.71817046987917,495.0166015625,165816600
2025-04-09,491.98558084417215,547.0029296875,491.5967157695939,547.0029296875,241867300
2025-04-10,530.6013458963056,531.9274425958545,507.8187234468108,523.0337524414062,162331200
2025-04-11,521.4683746979002,534.8488005902628,518.5370382681921,532.3661499023438,97866300
2025-04-14,542.4463448071801,542.6757082402244,532.2863784402284,537.5308837890625,68034000
2025-04-15,538.079255112781,541.6287592452915,535.2276998357879,536.0253295898438,56892900
2025-04-16,530.1128095536914,536.3045268284891,518.7563681804631,524.1105346679688,83484800
2025-04-17,526.0847532599682,529.604316656272,522.3657063534529,524.8583374023438,79741000
2025-04-21,519.6238052831814,520.1622525299349,506.96125797993665,512.3652954101562,69368100
2025-04-22,518.6068942866489,527.7398682752878,517.6596822546041,525.6959228515625,75948100
2025-04-23,538.8370393033936,543.8223014706125,532.306358035387,533.841796875,90590700
2025-04-24,535.137968583152,545.8164223668259,533.8717533370633,545.07861328125,64150400
2025-04-25,545.0387382920208,549.4257324957449,542.0874411745963,549.0169677734375,61119600
2025-04-28,549.7647656303432,551.9183721484593,543.4135463851055,549.226318359375,47613800
2025-04-29,547.2920086038646,553.8127702769649,546.9330843434874,552.6860961914062,47775100
2025-04-30,545.9560300157574,554.8796618213433,539.9238747243568,552.9054565429688,93101500
2025-05-01,558.7182765361568,562.4073827721945,556.2156651498251,556.8238525390625,63186100
2025-05-02,563.0653709624233,566.7046364907385,560.7223222120272,565.0894165039062,60717300
2025-05-05,560.9117673476358,564.9797581165675,560.0443366413908,561.8489990234375,38659200
2025-05-06,556.2854623092777,561.6894695117311,555.3183506499339,557.1528930664062,48264700
2025-05-07,558.4989192920236,562.1580845152806,554.4009877287364,559.4959716796875,55588000
2025-05-08,563.5739323580718,568.6289957190513,560.0443884974118,563.3944702148438,65130800
2025-05-09,564.8102205798259,565.8272334952061,561.1012148853195,562.6765747070312,37603400
2025-05-12,579.7560672258437,581.2815867067962,575.3391321114739,581.2716064453125,78993600
2025-05-13,581.6903470478828,587.343678293745,581.1220807001266,585.1102905273438,67947200
2025-05-14,586.0774155967079,587.2439499583633,583.8140869943453,585.8580932617188,66283500
2025-05-15,583.8340232035316,589.2280501171933,583.3753571741278,588.7196044921875,71268100
2025-05-16,589.5072306166389,592.7476509117832,587.5430666021017,592.4485473632812,76052100
2025-05-19,586.3665146930052,593.784587269064,586.3665146930052,593.0966186523438,68168500
2025-05-20,591.341882776371,592.2990142108393,587.8621184990102,591.1025390625,60614500
2025-05-21,586.7055374013049,590.8333490882792,580.1050551487234,581.1419677734375,95197700
2025-05-22,580.942551785946,584.8909013825514,579.6962362276395,581.371337890625,70860400
2025-05-23,574.2822361785879,580.0950688548037,573.9033513887334,577.4030151367188,76029000
2025-05-27,584.3425491795706,589.5670943925401,576.725053693289,589.4075927734375,72588500
2025-05-28,589.8163475692377,591.0228029471133,585.2598105493923,585.9976196289062,68445500
2025-05-29,591.3119286527991,591.4515306022613,584.342541704147,588.310791015625,69973300
2025-05-30,587.194104951146,589.3876325602934,581.5208739520402,587.6527709960938,90601200
2025-06-02,586.0275300945058,591.0426720366128,583.3354764354921,590.9629516601562,61630500
2025-06-03,590.5940612123461,595.3200799781005,590.1054544048488,594.3330078125,63606200
2025-06-04,595.2004551527299,596.1875273458553,593.7347563998676,594.1734619140625,57314200
2025-06-05,595.8684581600321,597.2344151426059,589.3078360260068,591.3019409179688,92278700
2025-06-06,596.8953968767723,599.0590445233215,595.1007146259882,597.3740234375,66588700
2025-06-09,597.9522747414663,599.477794222525,596.7259196839311,597.9124145507812,53016400
2025-06-10,598.4507520987654,601.6911723434343,597.3241388928317,601.3023681640625,66247000
2025-06-11,602.4091389302424,603.2765697174132,597.5036577794746,599.5874633789062,73658200
2025-06-12,598.2414316391353,601.9703979492188,597.7528856906831,601.9703979492188,64129000
2025-06-13,596.73587404184,600.0759753105004,593.7247562563699,595.2402954101562,89506000
2025-06-16,598.6303165073551,602.6683667667999,598.4507935133779,600.903564453125,79984100
2025-06-17,598.4408921774705,599.9763310919831,595.0010489432416,595.768798828125,82209400
2025-06-18,596.6760685598517,599.4478427165867,594.711843595377,595.6790161132812,76605000
2025-06-20,598.3800048828125,599.4600219726562,592.8599853515625,594.280029296875,94051400
2025-06-23,595.0399780273438,600.5399780273438,591.8900146484375,600.1500244140625,87426000
2025-06-24,604.3300170898438,607.8499755859375,603.4099731445312,606.780029296875,67735300
2025-06-25,607.9099731445312,608.6099853515625,605.5399780273438,607.1199951171875,62114800
2025-06-26,608.989990234375,612.3099975585938,608.3699951171875,611.8699951171875,78548400
2025-06-27,612.8800048828125,616.3900146484375,610.8300170898438,614.9099731445312,86258400
2025-06-30,617.3800048828125,619.219970703125,615.0399780273438,617.8499755859375,92420700
